Parent Property Name,Postal Code,Street Name,Borough,Primary Property Type - Self Selected,Year Built,Metered Areas (Energy),Water Required?
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1942,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE P,Brooklyn,Multifamily Housing,1936,Whole Building,Yes
Not Applicable: Standalone Property,11230,EAST 19 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 21 STREET,Brooklyn,Multifamily Housing,1938,Whole Building,No
Not Applicable: Standalone Property,11229,AVENUE P,Brooklyn,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1941,Whole Building,don't know
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1948,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 21 STREET,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 21 STREET,Brooklyn,Multifamily Housing,1932,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1936,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11210,BEDFORD AVENUE,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11229,BEDFORD AVENUE,Brooklyn,Multifamily Housing,2010,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11210,BEDFORD AVENUE,Brooklyn,Other,1937,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Hospital (General Medical & Surgical),1929,Whole Building,No
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1935,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 26 STREET,Brooklyn,Multifamily Housing,1932,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1936,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 15 STREET,Brooklyn,Mixed Use Property,2007,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE P,Brooklyn,Multifamily Housing,1933,Whole Building,Yes
Not Applicable: Standalone Property,11229,QUENTIN ROAD,Brooklyn,Multifamily Housing,1932,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 19 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11229,QUENTIN ROAD,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 18 STREET,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11229,QUENTIN ROAD,Brooklyn,Multifamily Housing,1929,Whole Building,No
Not Applicable: Standalone Property,11229,QUENTIN ROAD,Brooklyn,Multifamily Housing,1922,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1935,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1926,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1954,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 12 STREET,Brooklyn,Multifamily Housing,1938,Whole Building,Yes
Not Applicable: Standalone Property,11223,No street name,No borough,Office,1923,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1937,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE R,Brooklyn,Multifamily Housing,1939,Whole Building,No
Not Applicable: Standalone Property,11229,AVENUE R,Brooklyn,Multifamily Housing,1936,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 12 STREET,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 12 STREET,Brooklyn,Multifamily Housing,1959,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 14 STREET,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 14 STREET,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 14 STREET,Brooklyn,Multifamily Housing,1976,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11229,QUENTIN ROAD,Brooklyn,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 18 STREET,Brooklyn,Multifamily Housing,1938,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 18 STREET,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 18 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11229,QUENTIN ROAD,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1952,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1927,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1931,Whole Building,No
Not Applicable: Standalone Property,11229,QUENTIN ROAD,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1921,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1954,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 12 STREET,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 12 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 12 STREET,Brooklyn,Multifamily Housing,1959,Whole Building,No
Not Applicable: Standalone Property,11229,AVENUE R,Brooklyn,Multifamily Housing,1962,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 14 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 17 STREET,Brooklyn,Office,1964,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1935,Whole Building,No
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1974,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1937,Whole Building,No
Not Applicable: Standalone Property,11229,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1958,Whole Building,No
Not Applicable: Standalone Property,11229,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1959,Whole Building,Yes
Not Applicable: Standalone Property,11229,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1958,Whole Building,No
Not Applicable: Standalone Property,11229,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1953,Whole Building,Yes
Not Applicable: Standalone Property,11214,25 AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,11214,25 AVENUE,Brooklyn,Multifamily Housing,1962,Whole Building,No
Not Applicable: Standalone Property,11214,CROPSEY AVENUE,Brooklyn,Multifamily Housing,1986,Whole Building,Yes
Not Applicable: Standalone Property,11214,WEST 16 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11214,CROPSEY AVENUE,Brooklyn,Senior Care Community,1970,Whole Building,Yes
Not Applicable: Standalone Property,11214,CROPSEY AVENUE,Brooklyn,Multifamily Housing,1972,Whole Building,Yes
Not Applicable: Standalone Property,11214,BAY 37 STREET,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11214,BAY 38 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11214,CROPSEY AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11214,CROPSEY AVENUE,Brooklyn,Multifamily Housing,1967,Whole Building,Yes
Not Applicable: Standalone Property,11214,CROPSEY AVENUE,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11214,CROPSEY AVENUE,Brooklyn,Retail Store,2001,Whole Building,Yes
Not Applicable: Standalone Property,11214,CROPSEY AVENUE,Brooklyn,Self-Storage Facility,2006,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 36 STREET,Brooklyn,Multifamily Housing,1965,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 33 STREET,Brooklyn,Multifamily Housing,1965,Whole Building,Yes
Not Applicable: Standalone Property,11224,NEPTUNE AVENUE,Brooklyn,Multifamily Housing,1974,Whole Building,Yes
Not Applicable: Standalone Property,11224,NEPTUNE AVENUE,Brooklyn,Multifamily Housing,1975,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 28 STREET,Brooklyn,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,11224,NEPTUNE AVENUE,Brooklyn,Multifamily Housing,1974,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 21 STREET,Brooklyn,Self-Storage Facility,2008,Whole Building,Yes
Not Applicable: Standalone Property,11224,SURF AVENUE,Brooklyn,Multifamily Housing,1971,Whole Building,Yes
Not Applicable: Standalone Property,11224,MERMAID AVENUE,Brooklyn,Multifamily Housing,1973,Whole Building,Yes
Not Applicable: Standalone Property,11224,SURF AVENUE,Brooklyn,Multifamily Housing,2010,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 30 STREET,Brooklyn,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 29 STREET,Brooklyn,Multifamily Housing,2011,Whole Building,No
Not Applicable: Standalone Property,11222,WEST 28 STREET,Brooklyn,Multifamily Housing,1975,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 28 STREET,Brooklyn,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 24 STREET,Brooklyn,Multifamily Housing,1972,Whole Building,Yes
Not Applicable: Standalone Property,11224,SURF AVENUE,Brooklyn,Senior Care Community,1992,Whole Building,Yes
Not Applicable: Standalone Property,11224,SURF AVENUE,Brooklyn,Outpatient Rehabilitation/Physical Therapy,1990,Whole Building,Yes
Not Applicable: Standalone Property,11224,BOARDWALK WEST,Brooklyn,Senior Care Community,1969,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 21 STREET,Brooklyn,Other - Public Services,1925,Whole Building,No
Not Applicable: Standalone Property,11223,AVENUE T,Brooklyn,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,11223,EAST 7 STREET,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11223,AVENUE S,Brooklyn,Multifamily Housing,1951,Whole Building,Yes
Not Applicable: Standalone Property,11223,AVENUE T,Brooklyn,Multifamily Housing,1938,Whole Building,Yes
Not Applicable: Standalone Property,11223,EAST 9 STREET,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11223,AVENUE U,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11223,AVENUE U,Brooklyn,Multifamily Housing,2009,Whole Building,Yes
Not Applicable: Standalone Property,11223,EAST 4 STREET,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11223,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1958,Whole Building,Yes
Not Applicable: Standalone Property,11223,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1956,Whole Building,No
Not Applicable: Standalone Property,11223,AVENUE W,Brooklyn,Multifamily Housing,1959,Whole Building,Yes
Not Applicable: Standalone Property,11223,GRAVESEND NECK ROAD,Brooklyn,Multifamily Housing,1962,Whole Building,No
Not Applicable: Standalone Property,11223,86 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11223,EAST 3 STREET,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11223,EAST 3 STREET,Brooklyn,Multifamily Housing,1958,Whole Building,No
Not Applicable: Standalone Property,11223,EAST 3 STREET,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11223,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1954,Whole Building,No
Not Applicable: Standalone Property,11223,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1960,Whole Building,No
Not Applicable: Standalone Property,11223,WEST 1 STREET,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11223,AVENUE X,Brooklyn,Multifamily Housing,1970,Whole Building,No
Not Applicable: Standalone Property,11223,AVENUE X,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11223,AVENUE Z,Brooklyn,Multifamily Housing,1951,Whole Building,Yes
Not Applicable: Standalone Property,11223,WEST 2 STREET,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11214,SHORE PARKWAY,Brooklyn,Multifamily Housing,1951,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,11223,NIXON COURT,Brooklyn,Multifamily Housing,1951,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11235,BANNER AVENUE,Brooklyn,Multifamily Housing,1969,Whole Building,Yes
Not Applicable: Standalone Property,11235,MONTAUK COURT,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 7 STREET,Brooklyn,Multifamily Housing,1956,Whole Building,No
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1956,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,2006,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 12 STREET,Brooklyn,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,11224,SHELL ROAD,Brooklyn,Multifamily Housing,1989,Whole Building,Yes
Not Applicable: Standalone Property,11224,NEPTUNE AVENUE,Brooklyn,Retail Store,1964,Whole Building,Yes
Not Applicable: Standalone Property,11224,NEPTUNE AVENUE,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11224,NEPTUNE AVENUE,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 5 STREET,Brooklyn,Multifamily Housing,1964,Whole Building,No
Not Applicable: Standalone Property,11224,WEST 8 STREET,Brooklyn,Office,1931,Whole Building,Yes
Not Applicable: Standalone Property,11224,SURF AVENUE,Brooklyn,Multifamily Housing,1965,Whole Building,Yes
Not Applicable: Standalone Property,11224,WEST 1 STREET,Brooklyn,Multifamily Housing,2007,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE S,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 18 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1946,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1941,Whole Building,No
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1935,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11229,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11229,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1960,Whole Building,No
Not Applicable: Standalone Property,11223,CONEY ISLAND AVENUE,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE T,Brooklyn,Multifamily Housing,1961,Whole Building,No
Not Applicable: Standalone Property,11229,AVENUE T,Brooklyn,Multifamily Housing,1932,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 18 STREET,Brooklyn,Multifamily Housing,1933,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 19 STREET,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE T,Brooklyn,K-12 School,1932,Whole Building,Yes
Not Applicable: Standalone Property,11229,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11229,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE V,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1946,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,2007,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 22 STREET,Brooklyn,Multifamily Housing,1942,Whole Building,Yes
Not Applicable: Standalone Property,11229,BEDFORD AVENUE,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11229,BRIGHAM STREET,Brooklyn,Multifamily Housing,1952,Whole Building,No
Not Applicable: Standalone Property,11229,AVENUE V,Brooklyn,Multifamily Housing,1952,Whole Building,Yes
Not Applicable: Standalone Property,11229,HOMECREST AVENUE,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11229,GRAVESEND NECK ROAD,Brooklyn,Mixed Use Property,1930,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 18 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1934,Whole Building,Yes
Not Applicable: Standalone Property,11229,EAST 19 STREET,Brooklyn,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE V,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1954,Whole Building,Yes
Not Applicable: Standalone Property,11229,BRIGHAM STREET,Brooklyn,Multifamily Housing,1953,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 12 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 12 STREET,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11229,SHEEPSHEAD BAY ROAD,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11235,AVENUE X,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11229,GRAVESEND NECK ROAD,Brooklyn,Multifamily Housing,1962,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1949,Whole Building,No
Not Applicable: Standalone Property,11229,EAST 13 STREET,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11229,AVENUE W,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,112290523,OCEAN AVENUE,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11235,AVENUE X,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11229,OCEAN AVENUE,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 11 STREET,Brooklyn,Multifamily Housing,1961,Whole Building,No
Not Applicable: Standalone Property,11235,AVENUE X,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11235,HARING STREET,Brooklyn,Multifamily Housing,1953,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1949,Whole Building,No
Not Applicable: Standalone Property,11235,EAST 29 STREET,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 29 STREET,Brooklyn,Multifamily Housing,1953,Whole Building,No
Not Applicable: Standalone Property,11235,HARING STREET,Brooklyn,Multifamily Housing,1953,Whole Building,Yes
Not Applicable: Standalone Property,11235,AVENUE Y,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 13 STREET,Brooklyn,Multifamily Housing,1960,Whole Building,No
Not Applicable: Standalone Property,11235,AVENUE Z,Brooklyn,Multifamily Housing,1958,Whole Building,No
Not Applicable: Standalone Property,11235,AVENUE Z,Brooklyn,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 12 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 21 STREET,Brooklyn,Multifamily Housing,1959,Whole Building,No
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11235,NOSTRAND AVENUE,Brooklyn,Retail Store,1950,Whole Building,No
Not Applicable: Standalone Property,11235,BATCHELDER STREET,Brooklyn,Multifamily Housing,1958,Whole Building,Yes
Not Applicable: Standalone Property,11235,AVENUE Y,Brooklyn,Multifamily Housing,1960,Whole Building,Yes
Not Applicable: Standalone Property,11235,AVENUE Z,Brooklyn,Multifamily Housing,1956,Whole Building,Yes
Not Applicable: Standalone Property,11235,BATCHELDER STREET,Brooklyn,Multifamily Housing,1956,Whole Building,Yes
Not Applicable: Standalone Property,11235,HOMECREST AVENUE,Brooklyn,Multifamily Housing,1954,Whole Building,No
Not Applicable: Standalone Property,11235,EAST 13 STREET,Brooklyn,Multifamily Housing,1952,Whole Building,Yes
Not Applicable: Standalone Property,11235,HOMECREST AVENUE,Brooklyn,Multifamily Housing,1959,Whole Building,Yes
Not Applicable: Standalone Property,11235,HOMECREST AVENUE,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 13 STREET,Brooklyn,Multifamily Housing,1958,Whole Building,Yes
Not Applicable: Standalone Property,11235,SHORE PARKWAY,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 13 STREET,Brooklyn,Multifamily Housing,1958,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 17 STREET,Brooklyn,Multifamily Housing,2006,Whole Building,Yes
Not Applicable: Standalone Property,11235,EAST 19 STREET,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1956,Whole Building,No
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1938,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN AVENUE,Brooklyn,Multifamily Housing,1954,Whole Building,Yes
Not Applicable: Standalone Property,11235,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1924,Whole Building,Yes
Not Applicable: Standalone Property,11225,OCEAN AVENUE,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11210,GLENWOOD ROAD,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 24 STREET,Brooklyn,K-12 School,2008,Whole Building,No
Not Applicable: Standalone Property,11210,EAST 27 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 27 STREET,Brooklyn,Multifamily Housing,1927,Whole Building,No
Not Applicable: Standalone Property,11210,EAST 27 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,No
